0,0.665,0.825,0.1417
1,0.335,0.935,0.1541
2,0.175,0.025,0.1536
2,0.845,0.165,0.1517
1,0.885,0.855,0.2168
0,0.445,0.175,0.2366
2,0.825,0.565,0.1756
0,0.005,0.495,0.1388
1,0.025,0.315,0.1441
0,0.685,0.865,0.1604
1,0.885,0.605,0.1347
2,0.125,0.145,0.3048
0,0.185,0.945,0.1646
1,0.125,0.625,0.1215
2,0.275,0.655,0.168
0,0.725,0.465,0.1517
1,0.985,0.775,0.1599
2,0.055,0.015,0.1852
0,0.065,0.545,0.1305
1,0.125,0.995,0.1607
0,0.345,0.155,0.2259
1,0.895,0.915,0.1439
2,0.875,0.015,0.3207
0,0.645,0.225,0.1159
1,0.015,0.185,0.1351
0,0.415,0.515,0.1323
2,0.925,0.945,0.2042
0,0.205,0.975,0.1398
1,0.735,0.655,0.2131
2,0.415,0.405,0.2041
1,0.135,0.615,0.1273
0,0.485,0.105,0.1667
2,0.375,0.605,0.156
1,0.775,0.745,0.17
0,0.795,0.865,0.1643
2,0.695,0.465,0.1252
2,0.565,0.125,0.1387
0,0.025,0.545,0.1563
1,0.105,0.135,0.1705
0,0.615,0.255,0.1256
1,0.625,0.595,0.1442
2,0.765,0.845,0.25
0,0.145,0.945,0.135
1,0.055,0.105,0.1217
2,0.175,0.675,0.1466
0,0.255,0.185,0.1259
2,0.215,0.025,0.1498
1,0.585,0.825,0.1995
0,0.145,0.915,0.1422
1,0.875,0.775,0.1519
2,0.695,0.405,0.231
0,0.365,0.025,0.128
1,0.805,0.025,0.1383
2,0.355,0.135,0.1456
1,0.765,0.025,0.1957
0,0.585,0.985,0.2108
2,0.995,0.735,0.1823
1,0.205,0.805,0.1731
0,0.425,0.165,0.2099
2,0.645,0.035,0.1732
1,0.015,0.895,0.1361
2,0.325,0.395,0.1628
0,0.635,0.785,0.2772
2,0.715,0.565,0.1377
1,0.625,0.125,0.2856
0,0.705,0.265,0.1939
2,0.915,0.705,0.1531
1,0.305,0.785,0.2203
0,0.665,0.955,0.1924
2,0.375,0.195,0.1952
1,0.005,0.995,0.1261
0,0.325,0.675,0.1435
2,0.785,0.325,0.1468
1,0.065,0.375,0.1368
0,0.085,0.265,0.2102
2,0.285,0.285,0.1654
1,0.125,0.615,0.1572
0,0.165,0.875,0.1273
1,0.715,0.605,0.1311
2,0.955,0.845,0.1857
0,0.305,0.185,0.177
1,0.355,0.015,0.1253
2,0.335,0.485,0.1346
0,0.875,0.755,0.1595
2,0.425,0.275,0.1351
1,0.985,0.505,0.1804
0,0.705,0.085,0.1531
2,0.375,0.135,0.2147
1,0.125,0.655,0.1737
0,0.415,0.715,0.1151
1,0.665,0.385,0.1856
2,0.685,0.465,0.2746
0,0.455,0.025,0.1813
1,0.065,0.955,0.1338
2,0.325,0.535,0.1345
0,0.165,0.755,0.1365
2,0.395,0.195,0.1464
0,0.855,0.465,0.1265
1,0.885,0.145,0.2265
2,0.345,0.665,0.139
2,0.815,0.725,0.1318
0,0.455,0.635,0.2424
1,0.655,0.835,0.2363
2,0.135,0.505,0.1498
0,0.955,0.065,0.1878
1,0.275,0.325,0.177
2,0.805,0.085,0.1341
0,0.805,0.915,0.1433
1,0.725,0.515,0.2048
2,0.095,0.655,0.1604
0,0.325,0.505,0.18
1,0.005,0.065,0.1245
2,0.755,0.595,0.1362
0,0.865,0.555,0.1598
1,0.535,0.315,0.1393
2,0.445,0.975,0.1424
1,0.555,0.485,0.1297
0,0.195,0.645,0.1807
2,0.485,0.465,0.1598
1,0.495,0.015,0.2628
2,0.135,0.285,0.1294
0,0.825,0.315,0.1808
1,0.105,0.055,0.1268
0,0.465,0.725,0.1573
2,0.645,0.905,0.1665
1,0.165,0.815,0.181
0,0.365,0.325,0.176
2,0.035,0.705,0.177
0,0.745,0.715,0.1432
2,0.995,0.115,0.1315
1,0.575,0.045,0.2623
0,0.365,0.125,0.1347
2,0.455,0.415,0.1723
1,0.115,0.975,0.1226
0,0.395,0.835,0.1381
2,0.555,0.635,0.1521
1,0.685,0.645,0.1877
2,0.085,0.395,0.1224
0,0.565,0.085,0.2328
1,0.655,0.305,0.1685
2,0.355,0.165,0.1505
0,0.175,0.865,0.1465
1,0.565,0.505,0.1465
2,0.355,0.825,0.117
0,0.645,0.255,0.1298
1,0.015,0.195,0.1145
2,0.585,0.995,0.1926
1,0.625,0.465,0.2194
0,0.125,0.725,0.2302
2,0.065,0.945,0.1336
0,0.545,0.695,0.1823
2,0.265,0.245,0.2001
1,0.055,0.975,0.2939
0,0.925,0.015,0.2312
2,0.645,0.925,0.1938
1,0.885,0.605,0.1098
1,0.225,0.745,0.1327
0,0.325,0.825,0.1691
2,0.235,0.295,0.202
0,0.095,0.435,0.1534
2,0.095,0.535,0.1795
1,0.845,0.455,0.2186
0,0.975,0.535,0.126
2,0.635,0.105,0.167
1,0.005,0.865,0.1504
0,0.405,0.075,0.1774
2,0.015,0.575,0.1328
1,0.915,0.095,0.21
0,0.895,0.255,0.1485
2,0.825,0.005,0.1227
2,0.955,0.725,0.1153
1,0.875,0.915,0.1894
0,0.145,0.015,0.1638
1,0.505,0.805,0.142
0,0.165,0.775,0.1212
2,0.345,0.215,0.187
1,0.155,0.175,0.1326
0,0.885,0.195,0.1258
2,0.815,0.625,0.125
0,0.475,0.125,0.1384
1,0.415,0.955,0.1429
2,0.295,0.025,0.1768
1,0.715,0.575,0.1345
2,0.085,0.535,0.1235
0,0.825,0.915,0.1911
1,0.245,0.765,0.1632
2,0.565,0.315,0.1676
0,0.505,0.505,0.1558
1,0.765,0.365,0.1669
0,0.275,0.585,0.1384
2,0.645,0.085,0.203
0,0.835,0.165,0.1274
2,0.075,0.055,0.1763
1,0.965,0.765,0.2855
0,0.625,0.145,0.1472
1,0.455,0.035,0.1821
0,0.505,0.965,0.1697
2,0.595,0.595,0.2393
2,0.765,0.375,0.1529
1,0.815,0.465,0.1609
0,0.645,0.055,0.1894
2,0.265,0.625,0.1422
1,0.515,0.875,0.168
0,0.015,0.825,0.1241
1,0.255,0.175,0.1423
2,0.665,0.095,0.2138
0,0.995,0.875,0.1604
1,0.015,0.435,0.1283
2,0.595,0.025,0.1577
0,0.055,0.325,0.1435
1,0.935,0.335,0.1275
2,0.305,0.355,0.1583
0,0.065,0.025,0.2041
1,0.365,0.565,0.1672
2,0.065,0.835,0.203
0,0.995,0.805,0.1212
1,0.805,0.075,0.1606
2,0.235,0.155,0.261
0,0.435,0.785,0.1735
1,0.475,0.705,0.1668
1,0.515,0.455,0.1476
0,0.635,0.085,0.1473
2,0.895,0.105,0.2437
1,0.635,0.285,0.1596
0,0.435,0.705,0.1714
2,0.165,0.565,0.1652
1,0.135,0.365,0.2587
2,0.625,0.465,0.1606
0,0.915,0.375,0.2486
1,0.795,0.365,0.1695
0,0.505,0.615,0.1456
2,0.715,0.885,0.2271
0,0.705,0.455,0.1655
1,0.365,0.025,0.1707
2,0.585,0.625,0.1441
2,0.155,0.035,0.1221
0,0.705,0.815,0.1873
1,0.555,0.475,0.1849
2,0.745,0.085,0.1647
1,0.025,0.465,0.1532
0,0.965,0.615,0.2156
2,0.995,0.275,0.2049
1,0.335,0.935,0.1833
0,0.115,0.175,0.2242
2,0.255,0.225,0.1349
1,0.825,0.065,0.2067
0,0.475,0.895,0.1646
2,0.305,0.985,0.132
0,0.155,0.925,0.1683
2,0.275,0.365,0.1567
1,0.215,0.205,0.2536
0,0.555,0.805,0.1282
2,0.695,0.025,0.1464
0,0.155,0.225,0.1508
1,0.685,0.975,0.3357
2,0.845,0.485,0.202
0,0.995,0.405,0.1681
2,0.245,0.835,0.1454
1,0.715,0.095,0.1683
0,0.585,0.205,0.1465
2,0.305,0.495,0.1308
1,0.025,0.965,0.128
2,0.055,0.575,0.1511
0,0.465,0.475,0.2084
1,0.365,0.995,0.1457
0,0.945,0.055,0.1113
2,0.555,0.215,0.1375
1,0.525,0.675,0.1496
2,0.095,0.125,0.1334
0,0.235,0.545,0.1391
1,0.245,0.125,0.1319
2,0.905,0.465,0.1546
1,0.195,0.845,0.134
0,0.925,0.745,0.1923
0,0.565,0.925,0.1206
2,0.465,0.075,0.1575
1,0.465,0.075,0.1436
2,0.665,0.485,0.1488
1,0.535,0.035,0.1609
0,0.675,0.375,0.2114
1,0.145,0.115,0.1616
2,0.195,0.095,0.169
0,0.555,0.755,0.1547
2,0.685,0.075,0.1472
1,0.775,0.525,0.1482
0,0.575,0.165,0.1307
0,0.445,0.115,0.1311
1,0.985,0.715,0.1737
2,0.265,0.475,0.1617
0,0.275,0.295,0.1235
2,0.595,0.115,0.1111
2,0.735,0.015,0.1421
1,0.405,0.335,0.2552
0,0.975,0.515,0.2162
2,0.075,0.995,0.1423
1,0.945,0.805,0.1783
0,0.065,0.825,0.2199
1,0.195,0.525,0.1404
2,0.945,0.455,0.1537
0,0.855,0.515,0.1389
2,0.845,0.025,0.1665
1,0.875,0.595,0.2068
0,0.395,0.735,0.1597
2,0.755,0.015,0.1171
0,0.005,0.285,0.1316
1,0.215,0.025,0.1789
2,0.175,0.145,0.1894
0,0.305,0.205,0.2302
2,0.915,0.065,0.1436
1,0.555,0.625,0.2858
2,0.955,0.615,0.1474
0,0.605,0.155,0.1943
1,0.715,0.115,0.1453
0,0.125,0.595,0.1427
1,0.405,0.025,0.1329
2,0.265,0.605,0.1781
0,0.365,0.685,0.1729
2,0.375,0.235,0.1411
1,0.845,0.765,0.1983
2,0.575,0.315,0.1194
0,0.305,0.225,0.1645
2,0.755,0.995,0.1302
1,0.915,0.575,0.1395
0,0.295,0.165,0.192
1,0.215,0.895,0.124
0,0.335,0.625,0.1486
1,0.735,0.185,0.1287
2,0.335,0.285,0.3602
0,0.145,0.165,0.1814
1,0.865,0.525,0.1162
2,0.655,0.245,0.1511
0,0.775,0.965,0.1834
2,0.545,0.035,0.1147
1,0.015,0.155,0.1751
2,0.935,0.235,0.1596
0,0.045,0.275,0.1791
1,0.415,0.705,0.1365
2,0.845,0.895,0.1395
1,0.755,0.035,0.1399
0,0.925,0.965,0.1467
2,0.005,0.385,0.1351
1,0.835,0.855,0.1245
0,0.895,0.025,0.1644
1,0.605,0.795,0.1443
2,0.815,0.555,0.1741
0,0.985,0.705,0.1402
2,0.895,0.055,0.1364
1,0.975,0.075,0.1893
0,0.725,0.115,0.1203
1,0.485,0.575,0.1398
2,0.985,0.685,0.1716
0,0.945,0.845,0.1449
1,0.125,0.555,0.1505
2,0.185,0.375,0.1836
0,0.255,0.365,0.1577
1,0.875,0.085,0.1389
2,0.225,0.875,0.2256
0,0.935,0.105,0.2267
1,0.125,0.465,0.1615
2,0.985,0.915,0.1805
0,0.485,0.835,0.1606
1,0.625,0.825,0.1222
0,0.855,0.385,0.1217
2,0.075,0.275,0.1631
1,0.055,0.205,0.2218
0,0.665,0.715,0.1171
2,0.685,0.685,0.1197
0,0.045,0.845,0.1275
1,0.805,0.645,0.1462
2,0.165,0.725,0.144
1,0.625,0.095,0.1688
0,0.775,0.105,0.2014
2,0.005,0.205,0.1257
2,0.045,0.385,0.1207
0,0.825,0.895,0.1203
1,0.045,0.155,0.1935
2,0.675,0.675,0.1509
1,0.265,0.515,0.1221
0,0.085,0.485,0.1512
1,0.155,0.585,0.1787
2,0.225,0.465,0.1959
0,0.855,0.545,0.1526
2,0.555,0.665,0.13
1,0.865,0.385,0.1508
2,0.185,0.555,0.1441
0,0.275,0.975,0.3094
1,0.015,0.955,0.1728
2,0.645,0.715,0.1772
0,0.055,0.435,0.2125
1,0.965,0.675,0.2677
2,0.915,0.075,0.1774
0,0.365,0.325,0.1384
0,0.735,0.615,0.129
2,0.225,0.845,0.1375
1,0.245,0.325,0.1581
0,0.435,0.125,0.1315
2,0.625,0.725,0.1584
1,0.845,0.735,0.1826
2,0.535,0.215,0.1378
0,0.715,0.955,0.1759
1,0.205,0.435,0.1331
2,0.425,0.775,0.1589
0,0.235,0.665,0.1387
1,0.945,0.335,0.1546
2,0.065,0.295,0.1639
0,0.465,0.095,0.184
1,0.175,0.505,0.1626
2,0.695,0.225,0.1176
0,0.935,0.185,0.1688
1,0.005,0.325,0.2091
2,0.355,0.465,0.1508
0,0.135,0.325,0.1315
1,0.905,0.785,0.1255
2,0.625,0.805,0.1629
0,0.565,0.395,0.1441
1,0.355,0.105,0.131
2,0.195,0.395,0.1707
0,0.205,0.825,0.149
1,0.905,0.815,0.1298
2,0.215,0.005,0.1568
0,0.235,0.095,0.1593
1,0.125,0.165,0.1282
2,0.185,0.655,0.2102
0,0.905,0.865,0.1601
1,0.775,0.465,0.1307
2,0.065,0.015,0.1508
1,0.475,0.655,0.1194
0,0.035,0.405,0.1488
2,0.915,0.115,0.1205
1,0.405,0.135,0.1691
2,0.865,0.785,0.1504
0,0.335,0.485,0.2778
1,0.035,0.455,0.1275
0,0.755,0.375,0.2008
2,0.985,0.075,0.2028
1,0.435,0.935,0.1599
0,0.225,0.155,0.1486
2,0.515,0.375,0.1478
1,0.685,0.235,0.1354
0,0.045,0.895,0.1204
1,0.635,0.025,0.1447
2,0.735,0.035,0.1753
1,0.665,0.815,0.1418
0,0.965,0.595,0.1789
2,0.755,0.615,0.1743
2,0.615,0.285,0.1437
0,0.405,0.345,0.1222
1,0.225,0.915,0.2145
2,0.395,0.555,0.1431
0,0.845,0.715,0.1729
1,0.915,0.515,0.2521
2,0.695,0.495,0.1543
0,0.075,0.885,0.1742
2,0.015,0.065,0.1587
1,0.145,0.535,0.1731
0,0.935,0.815,0.1249
1,0.005,0.505,0.145
2,0.365,0.895,0.2099
1,0.905,0.595,0.1362
2,0.735,0.975,0.1187
0,0.175,0.005,0.2626
1,0.295,0.985,0.133
0,0.925,0.325,0.2428
2,0.705,0.385,0.2852
1,0.865,0.315,0.2201
2,0.265,0.125,0.1396
0,0.395,0.165,0.1549
1,0.235,0.635,0.2125
0,0.615,0.815,0.1307
2,0.775,0.965,0.1214
0,0.945,0.755,0.1699
1,0.805,0.305,0.154
2,0.765,0.015,0.1707
0,0.795,0.045,0.159
1,0.205,0.335,0.1713
2,0.375,0.515,0.1543
1,0.015,0.105,0.1264
0,0.285,0.865,0.1257
2,0.415,0.065,0.1556
1,0.955,0.555,0.1304
2,0.245,0.425,0.1574
0,0.705,0.965,0.1869
0,0.145,0.935,0.1196
1,0.085,0.895,0.1555
2,0.775,0.605,0.1321
1,0.255,0.255,0.1352
0,0.335,0.035,0.1513
1,0.555,0.025,0.1502
0,0.695,0.615,0.2141
2,0.145,0.015,0.2425
1,0.325,0.355,0.1463
0,0.145,0.315,0.148
2,0.915,0.275,0.1532
1,0.435,0.615,0.1603
0,0.455,0.845,0.1523
2,0.855,0.935,0.1514
1,0.035,0.655,0.1825
0,0.165,0.065,0.1436
2,0.855,0.245,0.1963
1,0.985,0.595,0.1422
0,0.135,0.985,0.1462
2,0.395,0.675,0.1474
1,0.175,0.775,0.1461
0,0.925,0.465,0.1435
1,0.935,0.455,0.1848
2,0.195,0.295,0.2448
0,0.055,0.915,0.1402
2,0.605,0.835,0.1783
1,0.025,0.335,0.2067
0,0.925,0.145,0.1311
2,0.705,0.275,0.1354
1,0.785,0.855,0.1376
0,0.925,0.735,0.1387
2,0.695,0.805,0.2079
1,0.215,0.225,0.1227
0,0.275,0.685,0.1563
1,0.735,0.605,0.1503
2,0.815,0.205,0.2105
0,0.965,0.885,0.2159
2,0.645,0.655,0.1214
1,0.185,0.765,0.1623
0,0.425,0.685,0.1269
1,0.915,0.435,0.1288
2,0.115,0.345,0.1743
0,0.135,0.035,0.1733
2,0.255,0.005,0.1861
1,0.365,0.495,0.2661
0,0.645,0.195,0.1748
2,0.365,0.575,0.1404
1,0.005,0.745,0.1773
0,0.205,0.625,0.1748
2,0.205,0.075,0.1428
1,0.665,0.395,0.1457
0,0.755,0.345,0.1674
2,0.235,0.665,0.1649
1,0.275,0.565,0.1376
0,0.555,0.235,0.1636
2,0.745,0.405,0.1738
0,0.805,0.265,0.1404
1,0.835,0.465,0.1873
2,0.655,0.835,0.1361
0,0.535,0.425,0.229
1,0.275,0.665,0.193
2,0.285,0.625,0.1813
2,0.705,0.255,0.1551
0,0.995,0.675,0.1924
1,0.725,0.095,0.1799
2,0.165,0.225,0.1309
0,0.185,0.925,0.145
1,0.135,0.755,0.1469
2,0.225,0.895,0.1735
1,0.015,0.215,0.1372
